Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Inflight entertainment,On-board service,Leg room service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,Churn
3,5,3,5,1,1,1,3,1,0,0,Churn
5,5,5,2,5,4,4,4,4,23,6,Not churn
4,2,2,4,4,4,3,2,4,0,1,Not churn
2,4,4,5,3,2,2,2,2,17,8,Churn
5,4,5,2,5,3,3,2,3,0,1,Not churn
3,3,3,2,5,4,4,4,4,0,2,Not churn
4,1,1,2,1,2,2,3,3,0,4,Not churn
3,4,3,2,3,2,2,2,2,79,97,Churn
1,4,4,1,1,1,4,4,4,15,12,Churn
4,4,4,4,4,4,4,3,4,4,0,Not churn
2,2,2,5,4,4,4,4,4,0,0,Not churn
4,5,4,1,4,1,5,3,5,4,9,Churn
2,4,2,2,2,2,5,2,4,0,0,Churn
1,1,1,4,1,4,4,3,2,0,0,Churn
2,1,1,2,3,2,5,5,5,39,52,Not churn
4,4,4,4,5,4,1,3,3,0,0,Not churn
1,1,1,4,4,1,1,1,1,37,30,Churn
2,2,2,1,2,1,1,3,3,0,0,Churn
3,3,3,4,5,5,5,5,5,15,0,Not churn
2,2,2,2,4,4,2,4,3,24,25,Churn
2,1,1,4,3,2,2,2,2,0,20,Churn
3,5,3,3,3,3,4,3,4,12,5,Churn
5,5,5,5,5,1,5,1,1,134,123,Not churn
4,5,5,5,5,5,2,5,4,16,8,Churn
4,2,4,3,4,3,2,1,4,5,0,Churn
3,3,3,2,5,5,5,5,5,0,6,Not churn
3,3,2,5,5,5,5,4,5,6,0,Not churn
5,5,5,5,5,5,1,4,2,0,0,Not churn
5,0,5,3,0,3,4,3,5,28,28,Not churn
4,4,4,5,4,5,5,5,3,0,0,Churn
4,2,4,5,4,5,4,4,4,0,0,Churn
2,3,0,3,0,3,3,1,2,0,0,Churn
3,3,3,5,5,3,3,4,3,0,0,Not churn
5,4,4,5,4,5,5,1,4,0,4,Not churn
3,2,3,3,3,3,2,3,3,0,0,Churn
2,2,2,5,4,4,4,4,4,0,0,Not churn
4,5,4,4,4,4,5,2,4,0,5,Not churn
1,2,0,2,0,2,1,1,4,0,0,Churn
4,4,4,4,4,4,5,5,4,0,0,Not churn
4,4,4,5,4,5,4,3,5,0,0,Churn
2,2,2,2,2,2,4,2,3,138,128,Churn
3,3,3,2,3,2,1,2,3,0,5,Churn
1,1,1,5,5,5,5,5,5,6,0,Not churn
1,4,1,4,1,4,4,2,4,26,17,Churn
3,4,3,2,3,2,2,3,2,0,0,Churn
2,2,2,5,4,4,4,4,4,0,0,Not churn
2,2,2,3,4,3,4,5,4,13,20,Not churn
1,1,1,4,4,4,4,4,4,5,10,Not churn
1,5,1,3,5,5,5,1,5,10,16,Churn
3,5,0,1,0,1,4,5,5,0,7,Churn
3,5,5,3,5,3,5,4,5,0,1,Churn
2,5,5,2,2,2,3,5,1,0,0,Churn
1,5,1,2,5,2,2,1,2,6,9,Churn
4,4,3,1,4,4,4,4,4,76,82,Churn
4,2,4,1,4,1,4,3,4,5,0,Churn
3,2,2,4,4,1,1,1,1,0,0,Churn
3,2,2,5,2,3,3,3,3,0,0,Churn
3,0,5,5,5,5,5,2,5,0,8,Churn
5,5,5,4,4,4,5,1,3,5,0,Not churn
4,2,2,4,5,4,3,4,1,0,0,Not churn
4,4,2,4,5,5,5,5,5,5,8,Not churn
5,5,5,4,5,5,5,5,5,0,0,Not churn
2,4,4,3,4,2,2,2,2,17,14,Churn
2,5,1,3,4,2,2,2,2,0,0,Churn
4,3,3,4,3,4,3,2,3,0,0,Churn
1,4,4,1,2,1,2,3,3,0,60,Churn
3,2,3,4,4,4,4,4,4,79,68,Not churn
2,1,2,2,3,1,1,2,1,60,69,Churn
2,0,2,4,2,4,5,2,2,0,41,Churn
3,1,3,5,3,5,4,2,4,0,1,Churn
1,4,1,3,1,3,5,3,4,0,0,Churn
1,1,1,1,2,4,4,4,4,0,0,Not churn
3,3,3,1,3,1,2,2,3,73,55,Churn
2,2,2,4,5,4,4,3,5,50,51,Not churn
4,4,4,4,4,4,3,5,5,4,18,Not churn
2,2,2,2,2,2,2,3,3,13,21,Churn
5,3,2,5,2,5,5,5,5,0,0,Not churn
5,5,5,5,5,4,4,4,4,0,0,Not churn
4,4,4,5,4,5,4,4,4,0,0,Churn
1,5,5,3,4,1,1,2,1,0,3,Churn
4,5,3,4,3,4,1,2,2,0,0,Churn
3,3,3,5,4,4,4,4,4,1,3,Not churn
3,1,3,4,3,4,4,1,3,0,0,Churn
2,4,0,4,0,4,3,2,4,45,69,Churn
3,3,3,2,5,3,3,4,3,97,116,Not churn
3,2,3,2,3,1,1,3,1,0,0,Churn
5,5,5,5,4,5,5,3,4,49,34,Not churn
1,1,1,5,4,4,4,4,4,27,5,Not churn
4,5,5,4,4,4,4,2,1,0,0,Not churn
3,1,5,3,4,3,3,3,3,0,0,Churn
2,2,2,2,3,4,4,4,4,0,14,Not churn
2,1,1,3,4,2,2,2,2,1,8,Churn
4,4,4,4,4,5,5,5,5,3,0,Not churn
5,5,5,4,4,5,5,5,5,0,0,Not churn
4,4,4,2,4,2,4,3,5,0,4,Not churn
1,5,1,3,1,3,3,3,5,5,0,Churn
5,4,4,2,4,5,5,5,5,3,0,Not churn
2,2,2,4,4,4,3,5,5,0,0,Not churn
1,1,1,3,4,5,5,5,5,12,12,Not churn
2,5,5,2,2,2,1,3,4,0,0,Churn
4,4,4,5,4,2,2,2,2,24,34,Not churn
4,4,4,4,1,5,3,3,3,2,0,Churn
2,5,2,5,5,5,5,2,5,0,0,Churn
3,3,3,2,3,2,5,5,4,4,0,Churn
3,2,2,4,4,3,3,3,3,0,0,Churn
4,4,4,4,4,4,3,5,1,0,0,Not churn
1,2,1,1,1,1,1,3,4,0,0,Churn
1,1,1,3,4,4,4,4,4,0,0,Not churn
4,5,4,2,1,5,5,5,5,0,0,Not churn
1,1,1,5,4,5,5,4,4,107,105,Not churn
5,2,2,5,5,5,5,5,1,108,110,Not churn
2,2,2,5,5,4,3,5,5,234,278,Not churn
4,4,4,1,4,1,3,4,4,3,0,Churn
3,3,3,3,4,5,5,5,5,5,3,Not churn
1,1,1,2,3,5,5,5,5,0,0,Not churn
4,4,4,4,4,4,3,3,4,0,0,Churn
5,5,5,1,5,1,5,2,1,1,0,Not churn
4,2,2,4,4,4,1,1,3,9,0,Churn
4,3,5,4,3,3,3,5,3,1,0,Churn
2,5,2,4,2,4,4,5,5,0,0,Churn
3,3,5,4,4,3,3,3,3,80,71,Churn
1,1,1,3,4,5,5,5,5,10,1,Not churn
3,4,3,3,3,3,4,2,4,0,0,Churn
2,2,1,5,4,2,2,2,2,0,0,Not churn
2,5,2,2,5,3,3,2,3,3,0,Churn
4,0,4,5,4,5,5,3,4,0,3,Not churn
3,5,3,3,3,3,3,3,3,20,19,Churn
3,3,3,3,1,2,2,3,2,0,0,Churn
2,2,3,4,4,4,4,4,4,2,0,Not churn
2,2,2,2,4,4,4,4,4,0,0,Not churn
2,2,2,5,4,4,4,4,4,0,0,Not churn
5,5,5,1,5,1,4,5,5,0,0,Not churn
2,2,2,2,2,2,3,4,4,48,29,Churn
2,0,2,2,5,5,5,2,5,11,0,Churn
4,4,4,4,4,4,3,1,2,0,12,Not churn
4,4,4,5,4,4,4,4,4,0,0,Not churn
4,2,4,3,3,4,4,4,4,0,0,Not churn
2,1,1,2,2,2,1,5,1,0,0,Churn
1,1,1,3,5,5,5,5,5,9,26,Not churn
3,1,3,3,3,3,3,3,3,0,0,Churn
2,5,2,1,2,1,5,4,5,0,0,Churn
4,1,4,1,4,1,1,4,4,51,35,Churn
3,4,3,4,3,4,3,5,3,0,0,Churn
4,4,4,2,4,4,4,4,4,29,22,Not churn
3,3,3,2,5,5,5,5,5,0,0,Not churn
1,4,1,1,1,1,2,4,4,0,0,Churn
0,0,0,3,0,3,3,3,4,51,38,Not churn
4,3,3,1,4,4,4,4,4,0,6,Churn
4,4,4,2,1,4,4,4,4,0,0,Not churn
2,1,1,3,3,2,2,2,2,74,72,Churn
1,2,2,4,2,4,3,4,5,1,5,Churn
4,1,4,4,4,4,4,2,3,0,0,Churn
3,4,0,5,0,5,3,5,4,0,0,Churn
1,2,2,2,2,2,1,2,3,33,13,Churn
1,1,1,4,4,5,5,5,5,0,0,Not churn
4,3,4,2,4,2,5,3,5,0,0,Not churn
2,5,0,4,0,4,3,5,4,0,0,Churn
2,2,2,4,5,4,4,4,4,0,0,Not churn
4,4,4,5,4,4,4,4,4,0,0,Not churn
2,5,5,2,2,2,2,1,3,34,23,Churn
3,5,3,2,3,2,4,1,3,0,13,Churn
3,1,2,5,2,5,2,4,4,4,13,Churn
2,2,2,5,4,3,3,3,3,5,0,Not churn
4,2,4,2,4,5,5,4,5,0,0,Churn
2,2,2,2,1,2,4,5,4,14,2,Churn
3,3,3,2,3,2,1,3,4,12,2,Churn
3,3,3,3,3,3,5,4,5,4,0,Not churn
2,5,5,2,2,2,3,5,3,10,6,Churn
2,0,2,2,2,2,3,4,5,0,0,Churn
3,5,3,5,3,5,2,3,1,26,45,Churn
4,2,3,3,3,3,2,4,4,39,6,Churn
4,5,5,5,2,4,4,4,4,0,20,Churn
4,1,4,3,4,3,3,4,3,0,0,Churn
2,5,2,3,4,5,5,2,5,17,13,Churn
2,2,2,3,2,3,1,1,4,0,0,Churn
1,2,2,1,1,1,2,5,3,46,40,Churn
2,3,2,2,3,5,5,2,5,0,0,Churn
2,4,4,2,4,2,2,2,2,0,0,Churn
5,0,5,3,5,3,3,3,4,18,3,Not churn
2,5,2,4,2,4,3,4,4,14,5,Churn
1,2,2,1,1,1,2,2,3,0,0,Churn
4,4,4,1,4,1,5,3,4,0,7,Not churn
4,4,4,3,4,2,2,2,2,0,0,Not churn
3,4,3,4,3,4,4,4,4,9,1,Churn
3,3,3,5,3,5,4,4,5,42,28,Churn
3,4,3,1,3,1,3,5,4,0,0,Churn
1,1,1,4,1,4,4,5,3,0,0,Churn
5,2,5,4,5,4,1,5,4,2,1,Not churn
1,2,1,4,3,4,4,1,4,36,19,Churn
1,1,1,4,1,1,3,2,3,147,142,Churn
5,4,5,2,5,2,3,2,5,0,0,Not churn
1,1,1,4,5,4,4,4,4,0,0,Not churn
2,3,2,5,2,5,3,4,4,0,0,Churn
2,5,2,4,2,4,2,1,3,0,0,Churn
3,5,3,5,3,5,3,3,4,0,0,Churn
2,4,2,3,2,3,5,3,4,1,0,Churn
2,5,2,2,2,2,3,4,5,100,87,Churn
4,3,3,5,3,4,4,4,4,0,0,Churn
4,4,4,2,1,5,5,5,5,0,0,Not churn
3,0,3,5,3,5,5,4,5,44,49,Churn
2,2,2,5,5,5,5,5,5,3,6,Not churn
3,4,4,3,3,1,1,1,1,13,12,Churn
1,1,1,4,4,4,5,4,5,0,0,Not churn
3,1,3,2,2,1,1,3,1,0,1,Churn
1,1,1,2,4,5,5,5,5,35,23,Not churn
3,3,3,4,3,4,2,4,4,0,0,Churn
4,4,4,4,2,5,5,4,5,23,25,Not churn
1,1,1,3,4,5,5,5,5,0,0,Not churn
3,3,3,5,5,3,3,3,3,0,0,Not churn
4,2,5,4,4,3,3,3,3,9,0,Churn
4,4,4,4,5,2,2,3,2,26,23,Not churn
2,1,2,1,2,1,1,5,3,7,0,Churn
3,2,4,3,3,3,4,2,3,0,0,Churn
4,5,5,4,5,4,5,2,4,0,0,Churn
2,1,1,4,4,2,2,2,2,107,103,Churn
4,4,4,3,4,3,3,1,3,23,16,Not churn
2,5,3,5,3,5,3,2,5,5,2,Churn
2,2,2,5,5,4,4,4,4,6,5,Not churn
2,2,2,4,5,5,5,5,5,0,0,Not churn
3,0,3,3,3,3,5,5,3,8,7,Churn
1,3,1,5,1,5,2,2,3,0,0,Churn
4,5,5,3,4,4,4,4,4,0,0,Churn
5,1,1,5,5,5,2,1,1,54,50,Not churn
0,1,1,4,4,4,4,4,4,1,0,Not churn
3,2,2,5,4,3,3,3,3,0,0,Churn
3,3,3,4,5,3,3,3,3,26,10,Not churn
5,5,5,4,4,4,5,5,5,0,0,Not churn
3,3,3,1,3,1,4,2,5,4,6,Churn
5,3,3,5,5,5,1,3,3,0,5,Not churn
1,1,1,1,1,1,3,2,2,0,10,Churn
1,5,1,1,1,1,3,3,4,7,11,Churn
1,1,1,4,1,4,3,2,4,0,0,Churn
1,3,3,5,3,1,1,1,1,0,1,Churn
3,3,3,2,2,2,5,4,3,0,0,Not churn
2,5,3,1,3,1,3,4,5,0,0,Churn
2,1,2,4,4,4,4,4,4,8,21,Not churn
1,5,5,1,4,1,1,2,1,41,59,Churn
2,2,2,3,5,2,2,2,2,14,14,Not churn
1,1,1,5,3,3,3,4,3,0,0,Not churn
3,1,4,4,3,3,3,3,3,5,10,Churn
2,4,2,4,2,4,5,2,1,1,81,Churn
5,5,4,5,4,5,5,5,5,0,0,Not churn
3,4,4,3,4,3,4,4,5,0,16,Churn
3,5,3,2,3,2,2,3,2,0,0,Churn
4,4,4,4,4,4,5,3,5,0,0,Not churn
4,1,1,2,2,4,4,4,4,0,0,Not churn
1,5,1,4,1,4,5,5,1,0,10,Churn
2,2,2,3,4,5,5,4,5,0,0,Not churn
2,2,2,5,5,5,5,2,5,7,36,Not churn
1,4,1,5,1,5,3,2,4,0,0,Churn
1,4,1,1,5,5,5,1,5,0,0,Churn
0,0,0,5,4,3,3,3,3,0,0,Not churn
3,3,3,1,4,4,4,3,4,0,0,Churn
0,4,0,5,0,5,3,5,5,0,0,Not churn
4,4,3,4,4,4,5,2,5,0,0,Not churn
0,0,0,4,4,4,4,4,4,0,4,Not churn
4,1,4,1,4,1,3,4,3,0,0,Churn
4,2,4,4,4,4,1,3,3,0,0,Not churn
5,5,5,3,5,3,5,2,5,23,20,Not churn
3,3,3,1,3,1,5,4,4,0,0,Churn
3,3,1,3,3,3,3,5,4,0,0,Not churn
3,2,2,3,3,3,1,1,3,0,0,Churn
2,2,2,3,5,5,5,5,5,0,0,Not churn
5,5,5,4,4,4,4,4,4,2,0,Not churn
1,1,1,5,4,3,3,3,3,34,31,Churn
2,4,4,3,2,2,2,1,2,0,0,Churn
5,1,1,5,5,5,1,3,4,0,0,Not churn
5,5,5,5,5,5,5,5,5,2,0,Not churn
3,4,3,1,3,1,3,4,4,0,0,Churn
2,2,2,1,1,1,1,1,1,0,51,Churn
3,5,0,3,0,3,5,5,4,0,0,Churn
5,5,4,5,5,5,2,2,4,0,0,Not churn
3,3,3,4,4,4,3,3,5,0,0,Not churn
4,2,2,4,4,4,2,2,4,7,22,Not churn
3,3,3,2,3,2,5,3,4,0,1,Churn
2,5,5,2,2,2,4,1,4,12,0,Churn
3,3,3,5,3,5,3,2,5,1,0,Churn
2,2,2,4,4,5,5,5,5,0,0,Not churn
5,2,2,5,4,5,2,5,1,0,0,Not churn
1,5,1,1,2,3,3,4,5,117,132,Churn
2,3,2,2,2,2,1,5,4,1,0,Churn
4,4,4,2,1,2,2,4,2,0,0,Churn
4,5,4,2,4,3,3,4,3,0,1,Churn
4,4,4,3,4,3,4,5,5,31,31,Not churn
0,2,0,4,0,4,3,1,3,1,0,Not churn
4,1,1,4,4,4,2,1,3,15,8,Churn
3,3,3,2,5,2,2,2,2,6,10,Not churn
3,2,2,2,4,3,3,3,3,35,16,Churn
4,0,3,5,3,5,3,5,5,0,0,Not churn
2,0,2,3,2,3,4,2,2,0,0,Churn
2,2,2,4,4,4,2,5,1,0,3,Not churn
2,1,1,1,2,1,3,2,2,198,271,Churn
2,4,2,5,2,5,5,3,4,0,0,Churn
5,5,5,4,4,5,5,5,5,0,0,Not churn
1,1,1,2,4,5,5,5,5,10,3,Not churn
3,3,3,4,4,3,3,3,3,58,60,Churn
3,3,3,2,3,2,3,5,3,0,0,Churn
1,4,1,1,1,1,2,5,3,4,0,Churn
2,3,2,1,4,4,4,2,4,1,0,Churn
4,4,4,4,5,4,4,4,4,0,0,Not churn
2,5,2,2,2,2,5,4,5,0,0,Churn
2,2,2,3,2,3,2,5,3,0,0,Churn
3,5,3,5,3,5,3,5,4,0,0,Churn
3,3,3,5,3,5,1,2,4,70,71,Churn
2,5,2,3,2,3,3,5,5,3,1,Churn
4,4,4,5,5,5,4,3,4,11,0,Not churn
2,5,2,3,2,3,3,2,4,0,0,Churn
1,1,2,1,2,1,2,1,4,21,6,Churn
2,3,2,1,2,1,2,2,3,0,0,Churn
1,3,1,2,4,3,3,1,3,64,42,Churn
2,1,1,1,2,1,1,5,4,98,106,Churn
5,4,4,5,5,5,4,1,4,0,0,Not churn
2,2,2,3,1,4,4,4,4,48,31,Not churn
2,2,2,4,3,4,4,4,4,0,0,Not churn
4,5,4,3,4,3,5,2,5,0,0,Churn
1,2,1,5,1,5,3,3,3,11,11,Churn
2,2,2,3,5,3,3,4,3,0,0,Not churn
4,4,4,4,4,4,1,1,5,0,0,Not churn
2,2,3,3,3,3,4,1,3,0,0,Churn
1,0,1,5,1,5,5,2,4,122,112,Churn
4,4,5,4,3,4,4,4,4,0,0,Not churn
3,2,3,1,3,1,1,2,4,0,0,Churn
2,5,2,2,2,2,3,5,4,0,0,Churn
4,0,4,1,4,1,5,3,5,0,6,Churn
1,5,1,4,1,4,3,2,4,36,34,Churn
1,5,1,2,1,2,2,1,1,0,0,Churn
2,4,2,2,2,2,3,4,4,0,0,Churn
2,2,2,5,5,5,5,2,5,0,0,Not churn
3,1,3,5,3,5,1,2,3,0,0,Churn
2,5,2,2,2,2,5,5,4,31,7,Churn
3,3,3,3,1,4,4,3,4,0,0,Churn
1,1,1,5,1,5,4,3,5,0,0,Churn
2,3,2,4,2,4,2,5,4,6,0,Churn
2,2,2,3,2,3,1,2,3,14,21,Churn
4,5,4,4,4,4,3,3,5,0,0,Churn
5,5,5,4,5,4,4,5,5,0,0,Not churn
4,4,4,5,4,5,3,1,3,0,46,Churn
5,5,5,5,5,4,4,4,4,0,0,Not churn
2,2,2,2,2,2,1,3,3,65,59,Churn
1,1,1,5,1,5,4,5,3,3,0,Churn
1,4,1,3,1,3,5,2,4,4,24,Churn
3,3,3,1,3,1,4,3,5,3,0,Churn
1,4,1,5,1,5,5,2,5,0,0,Churn
2,2,2,3,4,4,4,4,4,2,0,Not churn
4,4,4,3,3,4,4,4,4,0,1,Not churn
2,2,2,2,5,3,2,3,4,0,0,Churn
1,1,1,5,5,5,4,2,4,13,8,Not churn
5,5,4,2,5,4,4,4,4,1,0,Not churn
1,1,5,3,4,2,2,2,2,0,0,Not churn
1,1,1,2,5,5,5,5,5,0,0,Not churn
1,1,4,2,1,5,5,5,5,0,22,Not churn
4,4,4,4,4,4,4,4,4,47,70,Not churn
3,4,3,2,3,2,5,3,4,0,0,Churn
1,5,5,2,3,3,3,3,3,0,0,Churn
3,3,3,2,4,4,4,4,4,0,0,Not churn
3,5,1,5,4,3,3,3,3,0,8,Churn
4,1,1,4,4,4,3,4,1,2,0,Not churn
5,5,5,1,3,4,4,4,4,12,0,Not churn
4,2,2,5,4,5,5,2,2,0,0,Not churn
2,5,2,4,2,4,5,2,5,0,0,Churn
3,3,3,2,3,2,1,5,1,8,0,Churn
3,3,3,2,3,2,3,4,4,0,0,Churn
1,5,1,1,1,1,5,5,5,0,0,Churn
5,5,5,5,5,5,4,5,5,0,0,Not churn
2,5,2,2,5,3,3,2,3,109,104,Churn
3,1,1,4,4,3,3,3,3,29,25,Churn
3,5,0,2,0,2,5,4,4,0,0,Churn
3,3,3,5,5,5,5,2,5,42,28,Not churn
3,4,3,3,5,3,3,3,3,5,2,Churn
3,4,3,2,3,2,2,2,5,2,0,Churn
2,3,2,3,3,2,2,2,2,0,0,Churn
1,1,1,5,5,4,4,4,4,0,0,Not churn
3,3,3,5,4,4,4,4,4,2,0,Not churn
0,5,0,3,5,3,3,5,3,0,12,Not churn
3,3,3,3,3,4,4,2,4,0,0,Churn
2,3,2,1,2,1,4,4,4,63,43,Churn
2,5,1,1,1,1,4,3,4,0,0,Churn
2,5,5,3,4,2,2,2,2,0,39,Churn
2,3,3,2,2,2,4,4,3,0,0,Churn
2,4,2,1,1,3,3,2,3,4,13,Churn
3,3,3,2,4,4,4,4,4,0,0,Not churn
1,1,1,2,5,4,4,4,4,29,25,Not churn
2,4,2,2,2,2,2,5,4,18,20,Churn
1,5,1,5,1,5,3,4,5,0,0,Churn
5,5,5,4,4,5,5,5,5,0,0,Not churn
3,3,3,3,3,3,1,2,5,0,0,Not churn
1,4,1,2,1,2,4,5,4,21,13,Churn
2,3,3,2,2,2,1,5,5,47,39,Not churn
2,2,2,2,2,2,1,4,3,0,0,Churn
3,5,5,3,5,3,1,4,2,0,0,Not churn
1,1,1,3,5,4,4,4,4,0,0,Not churn
2,2,2,3,1,4,4,4,4,1,0,Not churn
3,2,3,4,3,4,1,4,2,0,0,Churn
2,1,3,2,3,2,3,5,3,0,0,Churn
4,4,4,4,4,4,3,4,4,0,0,Not churn
4,4,4,4,4,1,1,4,1,0,14,Churn
4,4,5,2,5,5,5,5,5,6,16,Not churn
5,5,4,2,4,5,5,5,5,66,43,Not churn
2,1,2,2,2,2,3,3,3,0,9,Churn
5,0,5,5,5,5,2,4,2,0,0,Not churn
1,1,1,2,5,3,3,4,3,9,0,Not churn
3,1,3,3,3,3,1,5,3,0,0,Churn
2,4,3,2,2,2,2,4,2,0,0,Not churn
1,1,1,2,1,2,1,3,4,0,0,Churn
3,4,4,2,3,2,1,2,2,0,0,Churn
3,3,3,5,3,5,2,5,4,34,22,Churn
2,4,2,5,2,5,3,2,4,0,0,Churn
2,5,5,2,2,2,2,5,3,0,5,Churn
4,1,4,4,4,4,1,1,4,0,0,Not churn
2,1,2,1,2,1,1,2,3,0,0,Churn
3,4,3,3,4,2,2,3,2,42,40,Churn
2,2,2,5,2,5,5,2,5,18,43,Churn
4,5,4,4,4,4,4,2,4,2,0,Churn
5,5,5,4,5,4,4,4,4,26,9,Not churn
1,4,1,1,1,1,2,1,3,0,0,Churn
3,4,3,5,3,5,5,3,4,17,12,Churn
4,4,3,4,4,5,5,5,5,12,8,Not churn
4,1,1,4,4,4,1,5,1,0,0,Churn
0,0,0,1,0,1,3,4,1,0,0,Not churn
3,4,3,5,3,5,3,5,5,96,91,Churn
2,2,3,5,5,3,4,4,4,0,5,Not churn
2,2,2,3,2,3,4,3,4,81,61,Churn
4,0,4,5,4,5,4,5,5,3,7,Not churn
3,3,3,4,3,4,4,5,3,0,0,Churn
1,2,2,2,3,2,2,1,2,58,47,Churn
4,0,3,4,3,4,3,5,4,0,0,Not churn
1,5,5,1,1,1,3,5,3,0,0,Churn
2,2,2,5,4,5,2,5,5,266,281,Not churn
1,1,1,3,4,5,5,5,5,41,41,Not churn
5,5,4,4,5,4,4,5,4,18,35,Not churn
3,4,4,4,3,4,4,3,4,41,36,Churn
3,3,3,2,1,4,4,3,4,2,0,Churn
3,1,1,3,3,3,2,2,3,0,0,Churn
3,3,5,4,4,4,5,5,5,0,0,Not churn
2,2,2,5,4,3,3,4,3,0,0,Not churn
5,5,5,5,3,4,4,4,4,0,0,Not churn
1,3,0,4,0,4,4,2,3,0,0,Churn
3,1,1,2,3,3,3,3,3,13,0,Churn
3,4,5,1,5,1,5,4,4,57,43,Churn
2,4,2,3,2,3,3,3,5,59,56,Churn
4,5,5,3,4,4,4,4,4,0,0,Churn
5,2,2,5,5,5,4,2,4,36,31,Not churn
4,4,4,5,4,5,5,3,4,0,0,Churn
0,0,0,5,2,4,4,4,4,0,0,Not churn
2,2,2,3,2,3,3,5,3,7,0,Churn
0,4,0,5,4,3,3,3,3,0,0,Not churn
3,3,5,3,2,3,1,4,4,66,55,Churn
2,3,2,1,2,1,1,3,3,77,67,Churn
4,1,3,4,4,4,3,4,3,15,8,Churn
2,2,2,4,1,5,5,5,5,0,0,Not churn
3,4,3,1,3,1,3,5,5,3,0,Churn
2,2,2,2,2,2,2,1,1,0,0,Churn
1,1,1,2,4,5,5,5,5,0,0,Not churn
3,3,3,4,3,4,1,2,3,0,17,Churn
3,3,3,5,5,4,4,4,4,0,0,Not churn
2,1,1,2,2,2,2,2,3,0,0,Churn
4,4,4,5,5,5,4,4,5,5,5,Not churn
2,3,2,4,2,4,2,2,2,4,29,Churn
1,1,1,3,3,5,5,5,5,0,0,Not churn
0,0,0,3,0,3,5,2,5,81,94,Not churn
2,3,3,2,2,2,4,3,3,9,3,Churn
2,2,2,2,2,2,5,4,5,0,0,Not churn
4,4,4,5,5,5,5,1,5,6,0,Not churn
3,4,4,3,3,3,3,4,4,0,0,Not churn
3,5,3,1,3,1,5,5,3,21,7,Churn
2,1,2,4,4,4,3,4,4,13,4,Not churn
4,2,3,4,4,4,4,5,3,0,0,Not churn
4,4,4,2,4,2,3,4,4,0,0,Not churn
1,4,1,1,1,1,4,3,4,15,3,Churn
2,2,2,5,5,5,5,5,5,0,0,Not churn
2,4,2,3,2,3,3,4,3,23,11,Churn
4,1,4,3,4,3,3,2,3,0,0,Churn
3,3,3,1,3,1,4,1,4,4,0,Churn
1,1,1,1,4,1,1,1,1,0,0,Churn
0,4,1,2,5,2,2,1,2,0,0,Not churn
2,5,2,5,2,5,3,5,5,1,0,Churn
1,1,1,3,5,5,5,5,5,68,81,Not churn
3,5,3,3,5,5,5,3,5,0,0,Churn
2,5,2,1,2,1,3,3,4,0,0,Churn
2,1,1,1,1,1,1,5,4,46,38,Churn
1,1,3,4,4,4,3,1,2,55,33,Not churn
2,3,2,5,2,4,4,2,4,0,0,Churn
3,5,3,5,4,4,4,3,4,53,48,Churn
1,5,1,3,1,3,5,5,2,0,0,Churn
5,5,5,3,5,4,4,4,4,0,0,Not churn
3,3,3,4,3,4,1,2,2,9,0,Churn
3,3,3,3,3,3,4,1,3,0,14,Churn
3,4,4,4,2,5,5,5,3,0,0,Churn
3,4,2,2,2,2,4,2,5,22,9,Churn
0,3,0,1,3,4,4,0,4,0,0,Not churn
2,4,2,5,2,5,2,4,3,39,30,Churn
1,4,1,5,2,4,4,1,4,0,0,Churn
1,1,1,5,5,5,2,5,5,54,45,Not churn
1,1,1,4,4,4,4,5,4,22,66,Not churn
4,1,1,5,4,5,4,3,5,0,0,Not churn
1,5,4,1,4,1,4,5,5,0,0,Churn
3,4,3,4,3,4,3,1,3,4,16,Churn
0,0,0,5,5,4,4,4,4,0,0,Not churn
3,3,3,5,4,4,4,4,4,0,0,Not churn
0,2,0,1,0,1,1,5,3,0,0,Not churn
3,4,3,3,3,3,3,4,3,52,63,Churn
1,5,1,2,1,2,4,4,4,34,29,Churn
1,0,0,4,1,4,5,2,4,0,0,Churn
4,4,4,2,4,4,4,4,4,0,2,Not churn
4,5,4,3,5,5,5,4,5,0,22,Churn
2,4,2,5,5,4,4,2,4,8,48,Churn
3,5,3,5,3,5,2,4,5,0,0,Churn
5,4,5,5,5,5,3,3,5,22,43,Not churn
3,3,1,2,1,2,1,3,3,0,0,Churn
2,2,2,1,2,1,3,4,1,10,0,Not churn
3,3,3,2,4,4,4,4,4,17,22,Not churn
3,4,3,3,2,1,1,3,1,0,0,Churn
1,5,1,1,1,1,5,3,4,0,0,Churn
3,3,3,1,3,1,3,5,5,0,0,Churn
3,4,3,3,3,3,4,4,4,0,0,Churn
4,4,4,3,4,3,3,3,4,0,0,Churn
1,2,1,5,1,5,4,3,3,34,36,Churn
4,1,1,4,4,4,4,4,5,56,39,Not churn
2,4,2,2,3,2,5,1,2,96,98,Churn
3,3,3,4,4,3,2,5,3,237,303,Not churn
2,2,2,2,4,4,4,4,4,0,0,Not churn
3,5,4,3,3,3,3,4,4,34,24,Churn
3,3,3,5,3,5,3,2,2,12,4,Churn
3,3,3,3,3,3,4,3,5,1,0,Churn
2,5,3,5,3,5,3,4,4,26,50,Churn
3,3,3,5,3,5,2,5,3,51,44,Churn
